央视卫视,#genre#
CCTV15-音乐,http://huangfeiyan.top/zb/CCTV15.m3u8
CCTV17-农业农村,http://huangfeiyan.top/zb/CCTV17.m3u8

CCTV-怀旧剧场,http://huangfeiyan.top/zb/CCTV-HJJC.m3u8







湖南卫视,http://1.95.63.93:1024/zb/HNWS1.m3u8
东方卫视,http://1.95.63.93:1024/zb/DFWS.m3u8
北京卫视,http://1.95.63.93:1024/zb/BJWS.m3u8
浙江卫视,http://1.95.63.93:1024/zb/ZJWS.m3u8
江苏卫视,http://1.95.63.93:1024/zb/JSWS.m3u8
河南卫视,http://1.95.63.93:1024/zb/HNWS.m3u8

大湾区卫,http://1.95.63.93:1024/zb/DWQWS.m3u8
东南卫视,http://1.95.63.93:1024/zb/DNWS.m3u8
甘肃卫视,http://1.95.63.93:1024/zb/GSWS.m3u8
广东卫视,http://1.95.63.93:1024/zb/GDWS.m3u8
广西卫视,http://1.95.63.93:1024/zb/GXWS.m3u8
贵州卫视,http://1.95.63.93:1024/zb/GZWS.m3u8
海南卫视,http://1.95.63.93:1024/zb/QHWS.m3u8
河北卫视,http://1.95.63.93:1024/zb/HBWS.m3u8
黑龙江卫视,http://1.95.63.93:1024/zb/HLJWS.m3u8
湖北卫视,http://1.95.63.93:1024/zb/HBWS1.m3u8
吉林卫视,http://1.95.63.93:1024/zb/JLWS.m3u8
江西卫视,http://1.95.63.93:1024/zb/JXWS.m3u8
金鹰纪实,http://1.95.63.93:1024/zb/JYSJ.m3u8
康巴卫视,http://1.95.63.93:1024/zb/KBWS.m3u8
辽宁卫视,http://1.95.63.93:1024/zb/LLWS.m3u8
内蒙古卫视,http://1.95.63.93:1024/zb/NMGWS.m3u8
宁夏卫视,http://1.95.63.93:1024/zb/NXWS.m3u8
青海卫视,http://1.95.63.93:1024/zb/QHWS1.m3u8
三沙卫视,http://1.95.63.93:1024/zb/SSWS.m3u8
厦门卫视,http://1.95.63.93:1024/zb/XMWS.m3u8
山东教育,http://1.95.63.93:1024/zb/JYWS.m3u8
山东卫视,http://1.95.63.93:1024/zb/WS.m3u8
山西卫视,http://1.95.63.93:1024/zb/SXWS.m3u8
陕西卫视,http://1.95.63.93:1024/zb/SXWS1.m3u8
深圳卫视,http://1.95.63.93:1024/zb/SZWS.m3u8
四川卫视,http://1.95.63.93:1024/zb/SCWS.m3u8
天津卫视,http://1.95.63.93:1024/zb/TJWS.m3u8
西藏卫视,http://1.95.63.93:1024/zb/XZWS.m3u8
新疆卫视,http://1.95.63.93:1024/zb/XJWS.m3u8
新视觉卫视,http://1.95.63.93:1024/zb/XSJWS.m3u8
延边卫视,http://1.95.63.93:1024/zb/YBWS.m3u8
云南卫视,http://1.95.63.93:1024/zb/YNWS.m3u8
重庆卫视,http://1.95.63.93:1024/zb/CQWS.m3u8
安徽卫视,http://1.95.63.93:1024/zb/AHWS.m3u8





安徽卫视,http://huangfeiyan.top/zb/AHWS.m3u8
北京卫视,http://huangfeiyan.top/zb/BJWS.m3u8
大湾区卫,http://huangfeiyan.top/zb/DWQWS.m3u8
东方卫视,http://huangfeiyan.top/zb/DFWS.m3u8
东南卫视,http://huangfeiyan.top/zb/DNWS.m3u8
甘肃卫视,http://huangfeiyan.top/zb/GSWS.m3u8
广东卫视,http://huangfeiyan.top/zb/GDWS.m3u8
广西卫视,http://huangfeiyan.top/zb/GXWS.m3u8
贵州卫视,http://huangfeiyan.top/zb/GZWS.m3u8
海南卫视,http://huangfeiyan.top/zb/QHWS.m3u8
河北卫视,http://huangfeiyan.top/zb/HBWS.m3u8
河南卫视,http://huangfeiyan.top/zb/HNWS.m3u8
黑龙江卫视,http://huangfeiyan.top/zb/HLJWS.m3u8
湖北卫视,http://huangfeiyan.top/zb/HBWS1.m3u8
湖南卫视,http://huangfeiyan.top/zb/HNWS1.m3u8
吉林卫视,http://huangfeiyan.top/zb/JLWS.m3u8
江苏卫视,http://huangfeiyan.top/zb/JSWS.m3u8
江西卫视,http://huangfeiyan.top/zb/JXWS.m3u8
金鹰纪实,http://huangfeiyan.top/zb/JYSJ.m3u8
康巴卫视,http://huangfeiyan.top/zb/KBWS.m3u8
辽宁卫视,http://huangfeiyan.top/zb/LLWS.m3u8
内蒙古卫视,http://huangfeiyan.top/zb/NMGWS.m3u8
宁夏卫视,http://huangfeiyan.top/zb/NXWS.m3u8
青海卫视,http://huangfeiyan.top/zb/QHWS1.m3u8
三沙卫视,http://huangfeiyan.top/zb/SSWS.m3u8
厦门卫视,http://huangfeiyan.top/zb/XMWS.m3u8
山东教育,http://huangfeiyan.top/zb/JYWS.m3u8
山东卫视,http://huangfeiyan.top/zb/WS.m3u8
山西卫视,http://huangfeiyan.top/zb/SXWS.m3u8
陕西卫视,http://huangfeiyan.top/zb/SXWS1.m3u8
深圳卫视,http://huangfeiyan.top/zb/SZWS.m3u8
四川卫视,http://huangfeiyan.top/zb/SCWS.m3u8
天津卫视,http://huangfeiyan.top/zb/TJWS.m3u8
西藏卫视,http://huangfeiyan.top/zb/XZWS.m3u8
新疆卫视,http://huangfeiyan.top/zb/XJWS.m3u8
新视觉卫视,http://huangfeiyan.top/zb/XSJWS.m3u8
延边卫视,http://huangfeiyan.top/zb/YBWS.m3u8
云南卫视,http://huangfeiyan.top/zb/YNWS.m3u8
浙江卫视,http://huangfeiyan.top/zb/ZJWS.m3u8
重庆卫视,http://huangfeiyan.top/zb/CQWS.m3u8
安徽卫视,http://x4b5tgke5a.nm001.z-j.top/zb/AHWS.flv
北京卫视,http://x4b5tgke5a.nm001.z-j.top/zb/BJWS.flv
大湾区卫,http://x4b5tgke5a.nm001.z-j.top/zb/DWQWS.flv
东方卫视,http://x4b5tgke5a.nm001.z-j.top/zb/DFWS.flv
东南卫视,http://x4b5tgke5a.nm001.z-j.top/zb/DNWS.flv
甘肃卫视,http://x4b5tgke5a.nm001.z-j.top/zb/GSWS.flv
广东卫视,http://x4b5tgke5a.nm001.z-j.top/zb/GDWS.flv
广西卫视,http://x4b5tgke5a.nm001.z-j.top/zb/GXWS.flv
贵州卫视,http://x4b5tgke5a.nm001.z-j.top/zb/GZWS.flv
海南卫视,http://x4b5tgke5a.nm001.z-j.top/zb/QHWS.flv
河北卫视,http://x4b5tgke5a.nm001.z-j.top/zb/HBWS.flv
河南卫视,http://x4b5tgke5a.nm001.z-j.top/zb/HNWS.flv
黑龙江卫视,http://x4b5tgke5a.nm001.z-j.top/zb/HLJWS.flv
湖北卫视,http://x4b5tgke5a.nm001.z-j.top/zb/HBWS1.flv
湖南卫视,http://x4b5tgke5a.nm001.z-j.top/zb/HNWS1.flv
吉林卫视,http://x4b5tgke5a.nm001.z-j.top/zb/JLWS.flv
江苏卫视,http://x4b5tgke5a.nm001.z-j.top/zb/JSWS.flv
江西卫视,http://x4b5tgke5a.nm001.z-j.top/zb/JXWS.flv
金鹰纪实,http://x4b5tgke5a.nm001.z-j.top/zb/JYSJ.flv
康巴卫视,http://x4b5tgke5a.nm001.z-j.top/zb/KBWS.flv
辽宁卫视,http://x4b5tgke5a.nm001.z-j.top/zb/LLWS.flv
内蒙古卫视,http://x4b5tgke5a.nm001.z-j.top/zb/NMGWS.flv
宁夏卫视,http://x4b5tgke5a.nm001.z-j.top/zb/NXWS.flv
青海卫视,http://x4b5tgke5a.nm001.z-j.top/zb/QHWS1.flv
三沙卫视,http://x4b5tgke5a.nm001.z-j.top/zb/SSWS.flv
厦门卫视,http://x4b5tgke5a.nm001.z-j.top/zb/XMWS.flv
山东教育,http://x4b5tgke5a.nm001.z-j.top/zb/JYWS.flv
山东卫视,http://x4b5tgke5a.nm001.z-j.top/zb/WS.flv
山西卫视,http://x4b5tgke5a.nm001.z-j.top/zb/SXWS.flv
陕西卫视,http://x4b5tgke5a.nm001.z-j.top/zb/SXWS1.flv
深圳卫视,http://x4b5tgke5a.nm001.z-j.top/zb/SZWS.flv
四川卫视,http://x4b5tgke5a.nm001.z-j.top/zb/SCWS.flv
天津卫视,http://x4b5tgke5a.nm001.z-j.top/zb/TJWS.flv
西藏卫视,http://x4b5tgke5a.nm001.z-j.top/zb/XZWS.flv
新疆卫视,http://x4b5tgke5a.nm001.z-j.top/zb/XJWS.flv
新视觉卫视,http://x4b5tgke5a.nm001.z-j.top/zb/XSJWS.flv
延边卫视,http://x4b5tgke5a.nm001.z-j.top/zb/YBWS.flv
云南卫视,http://x4b5tgke5a.nm001.z-j.top/zb/YNWS.flv
浙江卫视,http://x4b5tgke5a.nm001.z-j.top/zb/ZJWS.flv
重庆卫视,http://x4b5tgke5a.nm001.z-j.top/zb/CQWS.flv









































欧歌直播,#genre#


CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw3964344116_67852184/ott.mobaibox.com/PLTV/3/224/3221227675/index.m3u8?icpid=3&RTS=1674379784&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0f_80&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/wh7f454c46tw1925441929_1417964840/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8?icpid=3&RTS=1674386335&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec0d_80&popid=40&hms_devid=2115&prioritypopid=40&vqe=3

CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb07]/wh7f454c46tw3252572940_-481357165/ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8?icpid=3&RTS=1668593752&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0a_80&popid=40&hms_devid=2036&prioritypopid=40&vqe=3

CCTV2,http://[2409:8087:2001:20:2800:0:df6e:eb0d]:80/wh7f454c46tw1528922594_677066330/ott.mobaibox.com/PLTV/3/224/3221227708/index.m3u8?icpid=3&RTS=1674385939&from=40&popid=40&hms_devid=2040&prioritypopid=40&vqe=3

CCTV2,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1742213158_1775644325/ott.mobaibox.com/PLTV/3/224/3221227543/index.m3u8?icpid=3&RTS=1674386152&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV3,http://[2409:8087:2001:20:2800:0:df6e:eb10]:80/wh7f454c46tw3968745104_1595752942/ott.mobaibox.com/PLTV/3/224/3221227650/index.m3u8?icpid=3&RTS=1674379789&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb0c_80&popid=40&hms_devid=2110&prioritypopid=40&vqe=3

CCTV3,http://[2409:8087:2001:20:2800:0:df6e:eb0c]:80/wh7f454c46tw3969211375_-1190792372/ott.mobaibox.com/PLTV/3/224/3221227623/index.m3u8?icpid=3&RTS=1674379789&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec12_80&popid=40&hms_devid=2040&prioritypopid=40&vqe=3

CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw3970110376_2107001207/ott.mobaibox.com/PLTV/3/224/3221227378/index.m3u8?icpid=3&RTS=1674379790&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3

CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw84322209_-1520654633/ott.mobaibox.com/PLTV/3/224/3221227549/index.m3u8?icpid=3&RTS=1674380199&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb0f]:80/wh7f454c46tw85846347_1452024828/ott.mobaibox.com/PLTV/3/224/3221228173/index.m3u8?icpid=3&RTS=1674380201&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb13_80&popid=40&hms_devid=2111&prioritypopid=40&vqe=3

CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb0b]:80/wh7f454c46tw87051090_192148031/ott.mobaibox.com/PLTV/3/224/3221227537/index.m3u8?icpid=3&RTS=1674380202&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3

CCTV5+,http://[2409:8087:2001:20:2800:0:df6e:eb0d]:80/wh7f454c46tw1533189979_-984986636/ott.mobaibox.com/PLTV/3/224/3221228114/index.m3u8?icpid=3&RTS=1674385943&from=40&ocs=2_2409:8087:2001:20:2800:0:df6e:eb10_80&popid=40&hms_devid=2040&prioritypopid=40&vqe=3

CCTV5+,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1533622857_-1749657613/ott.mobaibox.com/PLTV/3/224/3221227502/index.m3u8?icpid=3&RTS=1674385944&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV6,http://[2409:8087:2001:20:2800:0:df6e:eb0f]:80/wh7f454c46tw91569092_-532273102/ott.mobaibox.com/PLTV/3/224/3221228185/index.m3u8?icpid=3&RTS=1674380207&from=40&popid=40&hms_devid=2111&prioritypopid=40&vqe=3

CCTV6,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1534504821_-1503272118/ott.mobaibox.com/PLTV/3/224/3221227505/index.m3u8?icpid=3&RTS=1674385944&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV7,http://[2409:8087:2001:20:2800:0:df6e:eb11]:80/wh7f454c46tw1534804996_666837910/ott.mobaibox.com/PLTV/3/224/3221227642/index.m3u8?icpid=3&RTS=1674385945&from=40&popid=40&hms_devid=2110&prioritypopid=40&vqe=3

CCTV7,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/wh7f454c46tw1534664408_-18968647/ott.mobaibox.com/PLTV/3/224/3221227314/index.m3u8?icpid=3&RTS=1674385945&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3

CCTV8,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1535268831_1299436249/ott.mobaibox.com/PLTV/3/224/3221228079/index.m3u8?icpid=3&RTS=1674385945&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV8,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1535864683_104020061/ott.mobaibox.com/PLTV/3/224/3221227473/index.m3u8?icpid=3&RTS=1674385946&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV9,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw2468865118_1937404571/ott.mobaibox.com/PLTV/3/224/3221227659/index.m3u8?icpid=3&RTS=1674386879&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3

CCTV9,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/wh7f454c46tw1536262155_328032765/ott.mobaibox.com/PLTV/3/224/3221227704/index.m3u8?icpid=3&RTS=1674385946&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3

CCTV10,http://[2409:8087:2001:20:2800:0:df6e:eb12]:80/wh7f454c46tw1536888658_607171036/ott.mobaibox.com/PLTV/3/224/3221227717/index.m3u8?icpid=3&RTS=1674385947&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV10,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/wh7f454c46tw96794082_1908050006/ott.mobaibox.com/PLTV/3/224/3221228286/index.m3u8?icpid=3&RTS=1674380212&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3

CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw97298359_-1902076166/ott.mobaibox.com/PLTV/3/224/3221227720/index.m3u8?icpid=3&RTS=1674380212&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3

CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/wh7f454c46tw1537747484_655821129/ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8?icpid=3&RTS=1674385948&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV12,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw97794338_-604599203/ott.mobaibox.com/PLTV/3/224/3221227655/index.m3u8?icpid=3&RTS=1674380213&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3

CCTV12,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/wh7f454c46tw98162637_2110754422/ott.mobaibox.com/PLTV/3/224/3221228401/index.m3u8?icpid=3&RTS=1674380213&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV13,http://[2409:8087:2001:20:2800:0:df6e:eb15]:80/wh7f454c46tw98873079_-1249323947/ott.mobaibox.com/PLTV/3/224/3221227387/index.m3u8?icpid=3&RTS=1674380214&from=40&ocs=2_2409:8087:2004:20:2800:0:df6e:ec13_80&popid=40&hms_devid=2115&prioritypopid=40&vqe=3

CCTV13,http://[2409:8087:2001:20:2800:0:df6e:eb0f]:80/wh7f454c46tw1538464012_-199930895/ott.mobaibox.com/PLTV/3/224/3221225560/index.m3u8?icpid=3&RTS=1674385948&from=40&popid=40&hms_devid=2111&prioritypopid=40&vqe=3

CCTV14,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw1746129949_-891071668/ott.mobaibox.com/PLTV/3/224/3221227656/index.m3u8?icpid=3&RTS=1674386156&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3

CCTV14,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/wh7f454c46tw1184949553_1248271610/ott.mobaibox.com/PLTV/3/224/3221228292/index.m3u8?icpid=3&RTS=1674381300&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV15,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw2053177814_136071778/ott.mobaibox.com/PLTV/3/224/3221227723/index.m3u8?icpid=3&RTS=1674386463&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3

CCTV15,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/wh7f454c46tw1248547286_2118050836/ott.mobaibox.com/PLTV/3/224/3221228404/index.m3u8?icpid=3&RTS=1674381363&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV16,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1269761993_1267691970/ott.mobaibox.com/PLTV/3/224/3221228320/index.m3u8?icpid=3&RTS=1674381385&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3

CCTV16,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw1312175710_-1555934560/ott.mobaibox.com/PLTV/3/224/3221228144/index.m3u8?icpid=3&RTS=1674381427&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3


CCTV17,http://[2409:8087:2001:20:2800:0:df6e:eb0b]:80/wh7f454c46tw1746687450_313977963/ott.mobaibox.com/PLTV/3/224/3221227726/index.m3u8?icpid=3&RTS=1674386157&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3

CCTV17,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/wh7f454c46tw1418270804_-738667041/ott.mobaibox.com/PLTV/3/224/3221228407/index.m3u8?icpid=3&RTS=1674381533&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3



CCTV1,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw1528379826_-632121028/ott.mobaibox.com/PLTV/3/224/3221228149/index.m3u8?icpid=3&RTS=1674385938&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3

CCTV2,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3589111099_-1793408755/ott.mobaibox.com/PLTV/3/224/3221227543/index.m3u8?icpid=3&RTS=1668594088&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV3,http://[2409:8087:2001:20:2800:0:df6e:eb18]/wh7f454c46tw3746132328_-1754088424/ott.mobaibox.com/PLTV/3/224/3221228126/index.m3u8?icpid=3&RTS=1668594245&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3

CCTV4,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw3772680253_-1555628407/ott.mobaibox.com/PLTV/3/224/3221227549/index.m3u8?icpid=3&RTS=1668594272&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV5,http://[2409:8087:2001:20:2800:0:df6e:eb15]/wh7f454c46tw3847208563_882248521/ott.mobaibox.com/PLTV/3/224/3221228179/index.m3u8?icpid=3&RTS=1668594346&from=40&popid=40&hms_devid=2115&prioritypopid=40&vqe=3

CCTV6,http://[2409:8087:2001:20:2800:0:df6e:eb13]/wh7f454c46tw3940641123_459833286/ott.mobaibox.com/PLTV/3/224/3221227505/index.m3u8?icpid=3&RTS=1668594440&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV7,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw92557228_-1933811851/ott.mobaibox.com/PLTV/3/224/3221225546/index.m3u8?icpid=3&RTS=1674380207&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3

CCTV8,http://[2409:8087:2001:20:2800:0:df6e:eb12]/wh7f454c46tw4086984004_1136880123/ott.mobaibox.com/PLTV/3/224/3221227473/index.m3u8?icpid=3&RTS=1668594586&from=40&popid=40&hms_devid=2112&prioritypopid=40&vqe=3

CCTV9,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw4254168827_1850088835/ott.mobaibox.com/PLTV/3/224/3221228303/index.m3u8?icpid=3&RTS=1668594753&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3

CCTV10,http://[2409:8087:2001:20:2800:0:df6e:eb21]/wh7f454c46tw30319478_-185824076/ott.mobaibox.com/PLTV/3/224/3221228286/index.m3u8?icpid=3&RTS=1668594824&from=40&popid=40&hms_devid=2290&prioritypopid=40&vqe=3

CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw105619488_1866436632/ott.mobaibox.com/PLTV/3/224/3221228289/index.m3u8?icpid=3&RTS=1668594900&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV12,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw185877003_-533945400/ott.mobaibox.com/PLTV/3/224/3221228401/index.m3u8?icpid=3&RTS=1668594980&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV13,http://[2409:8087:2001:20:2800:0:df6e:eb16]/wh7f454c46tw259647455_-1559913959/ott.mobaibox.com/PLTV/3/224/3221228224/index.m3u8?icpid=3&RTS=1668595054&from=40&popid=40&hms_devid=2114&prioritypopid=40&vqe=3

CCTV14,http://[2409:8087:2001:20:2800:0:df6e:eb22]/wh7f454c46tw340147088_1594094424/ott.mobaibox.com/PLTV/3/224/3221228292/index.m3u8?icpid=3&RTS=1668595134&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV15,http://[2409:8087:2001:20:2800:0:df6e:eb22]/wh7f454c46tw434828587_188325560/ott.mobaibox.com/PLTV/3/224/3221228404/index.m3u8?icpid=3&RTS=1668595229&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3

CCTV16,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/wh7f454c46tw456909575_2098882473/ott.mobaibox.com/PLTV/3/224/3221228144/index.m3u8?icpid=3&RTS=1668595251&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3

CCTV17,http://[2409:8087:2001:20:2800:0:df6e:eb23]/wh7f454c46tw483903016_-67353299/ott.mobaibox.com/PLTV/3/224/3221228407/index.m3u8?icpid=3&RTS=1668595278&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3



CCTV1,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV2,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV3,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV4,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV5,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV5+,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV7,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV8,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV9,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV10,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV11,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV12,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV13,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV14,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV15,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV16,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

CCTV17,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com



CCTV1,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8

CCTV2,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8

CCTV3,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8

CCTV4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8

CCTV5,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8

CCTV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8

CCTV7,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8

CCTV8,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8

CCTV9,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8

CCTV10,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8

CCTV11,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8

CCTV12,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001239/index.m3u8

CCTV13,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8

